Provincia;Nombre1;Poblacion;Superficie;Longitud;Latitud;Nombre2
Burgos;Arauzo de Salce;46;1850,4428;-3,41128952;41,81994191;Arauzo de Salce
Burgos;Arauzo de Torre;74;1358,8301;-3,42318598;41,7979665;Arauzo de Torre
Burgos;Arcos;1840;3144,4945;-3,75669789;42,2646946;Arcos
Burgos;Arenillas de Riopisuerga;176;2798,9805;-4,23380772;42,35737202;Arenillas de Riopisuerga
Burgos;Arija;108;702,02;-3,94498769;42,99388092;Arija
Burgos;Arlanzón;416;7774,3695;-3,45701844;42,3225661;Arlanzón
Burgos;Arraya de Oca;45;1225,2267;-3,39813809;42,41577325;Arraya de Oca
Burgos;Atapuerca;182;2478,27;-3,50722367;42,37819325;Atapuerca
Burgos;Los Ausines;138;4168,2307;-3,59472;42,22693;Los Ausines
Burgos;Avellanosa de Muñó;100;3689,013;-3,82685215;41,98356325;Avellanosa de Muñó
Burgos;Bahabón de Esgueva;81;2138,5878;-3,72843333;41,86138405;Bahabón de Esgueva
Burgos;Los Balbases;316;6436,5833;-4,06383001;42,21452748;Los Balbases
Burgos;Baños de Valdearados;332;3652,0374;-3,55640687;41,77122662;Baños de Valdearados
Burgos;Bañuelos de Bureba;34;1543,8259;-3,28186109;42,50054846;Bañuelos de Bureba
Burgos;Barbadillo de Herreros;110;6415,7248;-3,17710016;42,14951676;Barbadillo de Herreros
Burgos;Barbadillo del Mercado;141;1519,2657;-3,3589328;42,03921251;Barbadillo del Mercado
Burgos;Barbadillo del Pez;68;2076,4197;-3,22782337;42,11880545;Barbadillo del Pez
Burgos;Barrio de Muñó;32;387,6484;-4,00806803;42,17450285;Barrio de Muñó
Burgos;Los Barrios de Bureba;179;4672,0678;-3,39159705;42,64603967;Los Barrios de Bureba
Burgos;Barrios de Colina;56;2348,6638;-3,46180247;42,39594673;Barrios de Colina
Burgos;Basconcillos del Tozo;293;12066,5512;-3,99093223;42,70284526;Basconcillos del Tozo
Burgos;Bascuñana;20;775,9456;-3,08274797;42,42431187;Bascuñana
Burgos;Belbimbre;56;1023,4197;-4,01281697;42,16860707;Belbimbre
Burgos;Belorado;1787;13341,1777;-3,18970797;42,42058358;Belorado
Burgos;Berberana;52;3340,47;-3,05948965;42,91825097;Berberana
Burgos;Berlangas de Roa;182;1571,1621;-3,87279034;41,68925075;Berlangas de Roa
Burgos;Berzosa de Bureba;27;783,6886;-3,26634298;42,62700037;Berzosa de Bureba
Burgos;Bozoó;100;3324,62;-3,08527931;42,726249;Bozoó
Burgos;Brazacorta;48;2107,9942;-3,36747646;41,7170936;Brazacorta
Burgos;Briviesca;6374;8120,3246;-3,32390441;42,54897956;Briviesca
Burgos;Bugedo;195;992,5997;-3,01777366;42,64993755;Bugedo
Burgos;Buniel;602;1328,37;-3,82155717;42,31063017;Buniel
Burgos;Burgos;173483;10706,2581;-3,70419805;42,34113004;Burgos
Burgos;Busto de Bureba;138;1856,1483;-3,26646881;42,65954668;Busto de Bureba
Burgos;Cabañes de Esgueva;163;2656,6785;-3,78469404;41,83129186;Cabañes de Esgueva
Burgos;Cabezón de la Sierra;40;1982,6163;-3,24117428;41,93491353;Cabezón de la Sierra
Burgos;Cavia;243;1298,4669;-3,84423655;42,28254663;Cavia
Burgos;Caleruega;415;4763,2533;-3,4874025;41,82503162;Caleruega
Burgos;Campillo de Aranda;177;2391,6099;-3,73155035;41,61074581;Campillo de Aranda
Burgos;Campolara;54;1324,3556;-3,42773232;42,1191362;Campolara
Burgos;Canicosa de la Sierra;426;2953,1643;-3,04051015;41,93789794;Canicosa de la Sierra
Burgos;Cantabrana;23;314,4734;-3,4676537;42,73364013;Cantabrana
Burgos;Carazo;30;2402,8988;-3,35668456;41,96756084;Carazo
Burgos;Carcedo de Bureba;43;4266,2343;-3,49895916;42,57698108;Carcedo de Bureba
Burgos;Carcedo de Burgos;465;2567,6668;-3,62292702;42,286212;Carcedo de Burgos
Burgos;Cardeñadijo;1425;920,7902;-3,66675585;42,30172675;Cardeñadijo
Burgos;Cardeñajimeno;1205;1219,4499;-3,61972293;42,33058451;Cardeñajimeno
Burgos;Cardeñuela Riopico;107;1128,12;-3,56022661;42,35968259;Cardeñuela Riopico
Burgos;Carrias;25;1326,1749;-3,28418542;42,48163023;Carrias
Burgos;Cascajares de Bureba;27;791,8764;-3,23747381;42,67783771;Cascajares de Bureba
Burgos;Cascajares de la Sierra;31;680,9188;-3,39924861;42,06204671;Cascajares de la Sierra
Burgos;Castellanos de Castro;48;992,8076;-4,03541313;42,32893858;Castellanos de Castro
Burgos;Castildelgado;37;495,0642;-3,08519519;42,4362431;Castildelgado
Burgos;Castil de Peones;26;1397,9038;-3,38578729;42,48291012;Castil de Peones
Burgos;Castrillo de la Reina;168;1444,6077;-3,23652912;41,98688435;Castrillo de la Reina
Burgos;Castrillo de la Vega;627;2641,6449;-3,77925901;41,65074019;Castrillo de la Vega
Burgos;Castrillo del Val;829;2254,409;-3,58497145;42,31342998;Castrillo del Val
Burgos;Castrillo de Riopisuerga;56;1744,4318;-4,25335158;42,51574985;Castrillo de Riopisuerga
Burgos;Castrillo Mota de Judíos;48;2205,1267;-4,17277539;42,3075792;Castrillo Mota de Judíos
Burgos;Castrojeriz;767;13606,7317;-4,14333499;42,28986434;Castrojeriz
Burgos;Cayuela;189;1347,3743;-3,8195445;42,27236862;Cayuela
Burgos;Cebrecos;52;2329,9998;-3,59626288;41,98487122;Cebrecos
Burgos;Celada del Camino;96;1257,3285;-3,93401407;42,26383898;Celada del Camino
Burgos;Cerezo de Río Tirón;512;6369,5714;-3,1363812;42,49270686;Cerezo de Río Tirón
Burgos;Cerratón de Juarros;55;1624,8288;-3,37386887;42,42238418;Cerratón de Juarros
Burgos;Ciadoncha;78;1528,6409;-3,93458074;42,15850774;Ciadoncha
Burgos;Cillaperlata;36;1681,7121;-3,35706163;42,78086636;Cillaperlata
Burgos;Cilleruelo de Abajo;208;4815,8468;-3,79464746;41,88443626;Cilleruelo de Abajo
Burgos;Cilleruelo de Arriba;43;1849,0291;-3,6616739;41,90482155;Cilleruelo de Arriba
Burgos;Ciruelos de Cervera;101;3787,4191;-3,52891032;41,906957;Ciruelos de Cervera
Burgos;Cogollos;601;3124,7495;-3,69901362;42,20156634;Cogollos
Burgos;Condado de Treviño;1428;26035,74;-2,7474592;42,73532879;Condado de Treviño
Burgos;Contreras;83;3812,1804;-3,40924202;42,01832873;Contreras
Burgos;Coruña del Conde;104;3435,1664;-3,39200543;41,76543493;Coruña del Conde
Burgos;Covarrubias;533;4162,53;-3,52019;42,059253;Covarrubias
Burgos;Cubillo del Campo;101;1405,688;-3,61089134;42,1700959;Cubillo del Campo
Burgos;Cubo de Bureba;107;980,1276;-3,20759384;42,64033278;Cubo de Bureba
Burgos;La Cueva de Roa;101;1191,4536;-3,94194795;41,66637828;La Cueva de Roa
Burgos;Cuevas de San Clemente;41;1325,6567;-3,56876149;42,12978308;Cuevas de San Clemente
Burgos;Encío;43;1875,7717;-3,08738906;42,67046641;Encío
Burgos;Espinosa de Cervera;82;2961,6935;-3,46880111;41,89650781;Espinosa de Cervera
Burgos;Espinosa del Camino;42;693,2901;-3,27898856;42,40711808;Espinosa del Camino
Burgos;Espinosa de los Monteros;1642;13717,01;-3,55285424;43,07635915;Espinosa de los Monteros
Burgos;Estépar;630;10269,7289;-3,89751306;42,27628832;Estépar
Burgos;Fontioso;45;2483,9091;-3,73864178;41,94343488;Fontioso
Burgos;Frandovínez;97;858,158;-3,83792443;42,30961119;Frandovínez
Burgos;Fresneda de la Sierra Tirón;94;6116,7282;-3,13660397;42,31438647;Fresneda de la Sierra Tirón
Burgos;Fresneña;67;1400,7112;-3,13469236;42,41413139;Fresneña
Burgos;Fresnillo de las Dueñas;687;1369,2405;-3,64448173;41,6474269;Fresnillo de las Dueñas
Burgos;Fresno de Río Tirón;172;967,5379;-3,17583879;42,45978176;Fresno de Río Tirón
Burgos;Fresno de Rodilla;47;1214,5766;-3,48354488;42,4188226;Fresno de Rodilla
Burgos;Frías;267;2949,7543;-3,29339547;42,76078471;Frías
Burgos;Fuentebureba;42;909,2694;-3,23447784;42,63379704;Fuentebureba
Burgos;Fuentecén;219;1704,7343;-3,8702272;41,62824824;Fuentecén
Burgos;Fuentelcésped;254;2242,3596;-3,64080598;41,59151372;Fuentelcésped
Burgos;Fuentelisendo;115;696,7868;-3,90103978;41,62360723;Fuentelisendo
Burgos;Fuentemolinos;94;1281,0183;-3,84946328;41,6048227;Fuentemolinos
Burgos;Fuentenebro;146;3898,5346;-3,75381657;41,52841317;Fuentenebro
Burgos;Fuentespina;779;1202,7613;-3,68370032;41,63134947;Fuentespina
Burgos;Galbarros;29;3198,8879;-3,43744973;42,52845679;Galbarros
Burgos;La Gallega;44;1735,48;-3,26387238;41,89896162;La Gallega
Burgos;Grijalba;110;1975,2942;-4,11851974;42,4296993;Grijalba
Burgos;Grisaleña;61;1634,6181;-3,26436445;42,59152225;Grisaleña
Burgos;Gumiel de Izán;579;7550,4436;-3,68821336;41,77334477;Gumiel de Izán
Burgos;Gumiel de Mercado;381;5770,8524;-3,80272078;41,75582525;Gumiel de Mercado
Burgos;Hacinas;151;790,1439;-3,28755408;41,98598452;Hacinas
Burgos;Haza;29;8229,7604;-3,83058986;41,62103757;Haza
Burgos;Hontanas;73;1021,8133;-4,04454626;42,31241997;Hontanas
Burgos;Hontangas;95;1222,0449;-3,79604071;41,58275795;Hontangas
Burgos;Hontoria de la Cantera;155;1938,6259;-3,64328803;42,18905768;Hontoria de la Cantera
Burgos;Hontoria del Pinar;622;8084,3678;-3,16452427;41,84803122;Hontoria del Pinar
Burgos;Hontoria de Valdearados;165;3358,1128;-3,52024149;41,74316701;Hontoria de Valdearados
Burgos;Las Hormazas;98;3657,6447;-3,92907399;42,52550063;Las Hormazas
Burgos;Hornillos del Camino;54;1407,8317;-3,92632608;42,33910182;Hornillos del Camino
Burgos;La Horra;314;2999,0549;-3,875112;41,740559;La Horra
Burgos;Hortigüela;107;2066,1649;-3,42709204;42,06870161;Hortigüela
Burgos;Hoyales de Roa;214;1278,2724;-3,86218969;41,65934654;Hoyales de Roa
Burgos;Huérmeces;173;4869,9696;-3,77197585;42,52261291;Huérmeces
Burgos;Huerta de Arriba;127;3318,1398;-3,08235288;42,11675037;Huerta de Arriba
Burgos;Huerta de Rey;894;9781,4578;-3,34818682;41,84064135;Huerta de Rey
Burgos;Humada;118;8519,2969;-4,08374434;42,66868434;Humada
Burgos;Hurones;53;829,4762;-3,6135402;42,40630439;Hurones
Burgos;Ibeas de Juarros;1418;13026,8812;-3,53657685;42,33032757;Ibeas de Juarros
Burgos;Ibrillos;36;563,7455;-3,08339489;42,45403129;Ibrillos
Burgos;Iglesiarrubia;45;1502,4435;-3,84655222;41,97440417;Iglesiarrubia
Burgos;Iglesias;146;3453,8315;-3,98941407;42,2980484;Iglesias
Burgos;Isar;283;6641,8952;-3,92908507;42,36159446;Isar
Burgos;Itero del Castillo;86;1691,4169;-4,2424853;42,28928435;Itero del Castillo
Burgos;Jaramillo de la Fuente;44;2156,3477;-3,3133968;42,11590227;Jaramillo de la Fuente
Burgos;Jaramillo Quemado;9;1744,9625;-3,36039498;42,08424151;Jaramillo Quemado
Burgos;Junta de Traslaloma;118;7581,1799;-3,38925271;43,04123664;Junta de Traslaloma
Burgos;Junta de Villalba de Losa;84;4566,7;-3,08782904;42,93537884;Junta de Villalba de Losa
Burgos;Jurisdicción de Lara;40;2504,4769;-3,44439398;42,12312588;Jurisdicción de Lara
Burgos;Jurisdicción de San Zadornil;66;3099,2142;-3,15676643;42,84159722;Jurisdicción de San Zadornil
Burgos;Lerma;2584;16469,48;-3,75931385;42,02736001;Lerma
Burgos;Llano de Bureba;51;1518,9346;-3,45743948;42,62493871;Llano de Bureba
Burgos;Madrigal del Monte;142;2687,6574;-3,67599252;42,14406357;Madrigal del Monte
Burgos;Madrigalejo del Monte;183;2546,89;-3,72600171;42,12529574;Madrigalejo del Monte
Burgos;Mahamud;107;3360,8116;-3,94188246;42,12035188;Mahamud
Burgos;Mambrilla de Castrejón;107;1604,2658;-3,9853538;41,66599709;Mambrilla de Castrejón
Burgos;Mambrillas de Lara;47;3402,5439;-3,4596205;42,09559599;Mambrillas de Lara
Burgos;Mamolar;26;1832,2258;-3,36192034;41,92661673;Mamolar
Burgos;Manciles;22;658,0021;-3,94507009;42,45580045;Manciles
Burgos;Mazuela;58;1341,1128;-3,91864255;42,20722435;Mazuela
Burgos;Mecerreyes;194;5963,1622;-3,57389753;42,09553284;Mecerreyes
Burgos;Medina de Pomar;5856;21419,6408;-3,48750314;42,92852281;Medina de Pomar
Burgos;Melgar de Fernamental;1535;10862,3838;-4,2435593;42,4054474;Melgar de Fernamental
Burgos;Merindad de Cuesta-Urria;268;12197,4602;-3,41859895;42,84189463;Merindad de Cuesta-Urria
Burgos;Merindad de Montija;733;10007,1834;-3,473927379;43,06531953;Merindad de Montija
Burgos;Merindad de Sotoscueva;404;15335,0045;-3,62680813;43,02825277;Merindad de Sotoscueva
Burgos;Merindad de Valdeporres;413;12016,7368;-3,740042;43,008014;Merindad de Valdeporres
Burgos;Merindad de Valdivielso;386;12908,9914;-3,54271564;42,83101838;Merindad de Valdivielso
Burgos;Milagros;433;2202,5945;-3,69779163;41,57532265;Milagros
Burgos;Miranda de Ebro;35239;10119,74;-2,95239566;42,68052075;Miranda de Ebro
Burgos;Miraveche;94;2270,3489;-3,2008435;42,67317953;Miraveche
Burgos;Modúbar de la Emparedada;789;1174,7604;-3,66025784;42,26033596;Modúbar de la Emparedada
Burgos;Monasterio de la Sierra;42;589,4999;-3,19374583;42,05086787;Monasterio de la Sierra
Burgos;Monasterio de Rodilla;163;3713,8704;-3,46985948;42,45805549;Monasterio de Rodilla
Burgos;Moncalvillo;81;2675,6727;-3,19948624;41,95403419;Moncalvillo
Burgos;Monterrubio de la Demanda;56;1511,2319;-3,11265188;42,14959807;Monterrubio de la Demanda
Burgos;Montorio;154;2353,1849;-3,7763975;42,58472261;Montorio
Burgos;Moradillo de Roa;161;1380,6253;-3,79174817;41,55247862;Moradillo de Roa
Burgos;Nava de Roa;200;2234,6425;-3,96363481;41,61264384;Nava de Roa
Burgos;Navas de Bureba;27;879,4959;-3,32720516;42,68234502;Navas de Bureba
Burgos;Nebreda;53;2842,8688;-3,6347466;41,96892176;Nebreda
Burgos;Neila;139;6858,9516;-2,99647104;42,06026327;Neila
Burgos;Olmedillo de Roa;196;2602,8091;-3,93363431;41,78357017;Olmedillo de Roa
Burgos;Olmillos de Muñó;36;704,1701;-3,94007202;42,20232284;Olmillos de Muñó
Burgos;Oña;976;16164,0603;-3,41176884;42,73430475;Oña
Burgos;Oquillas;51;1498,4437;-3,70604904;41,83080951;Oquillas
Burgos;Orbaneja Riopico;355;934,2325;-3,5852192;42,36115201;Orbaneja Riopico
Burgos;Padilla de Abajo;70;2776,3155;-4,17677638;42,40831322;Padilla de Abajo
Burgos;Padilla de Arriba;84;2311,6677;-4,19344038;42,43794991;Padilla de Arriba
Burgos;Padrones de Bureba;47;2032,8898;-3,53246087;42,70499002;Padrones de Bureba
Burgos;Palacios de la Sierra;710;7039,713;-3,12711081;41,9638196;Palacios de la Sierra
Burgos;Palacios de Riopisuerga;21;1033,8216;-4,25660509;42,34361599;Palacios de Riopisuerga
Burgos;Palazuelos de la Sierra;92;1573,7377;-3,45956152;42,21313022;Palazuelos de la Sierra
Burgos;Palazuelos de Muñó;55;869,0799;-3,98966907;42,19807877;Palazuelos de Muñó
Burgos;Pampliega;286;2439,9615;-3,98797885;42,20619881;Pampliega
Burgos;Pancorbo;421;5845,0548;-3,10985574;42,63502775;Pancorbo
Burgos;Pardilla;119;1519,7051;-3,71056916;41,55255601;Pardilla
Burgos;Partido de la Sierra en Tobalina;81;2978,7128;-3,25478667;42,73341015;Partido de la Sierra en Tobalina
Burgos;Pedrosa de Duero;492;6986,1077;-3,98820434;41,71263687;Pedrosa de Duero
Burgos;Pedrosa del Páramo;87;1132,8564;-3,97283328;42,44228482;Pedrosa del Páramo
Burgos;Pedrosa del Príncipe;168;2841,0693;-4,19833669;42,24787588;Pedrosa del Príncipe
Burgos;Pedrosa de Río Úrbel;258;4905,9982;-3,82136104;42,41028267;Pedrosa de Río Úrbel
Burgos;Peñaranda de Duero;510;6453,2706;-3,47913831;41,68853682;Peñaranda de Duero
Burgos;Peral de Arlanza;175;2902,7245;-4,07662217;42,07593729;Peral de Arlanza
Burgos;Piérnigas;42;1340,1983;-3,41326034;42,59020931;Piérnigas
Burgos;Pineda de la Sierra;99;6876,6816;-3,29692813;42,216142;Pineda de la Sierra
Burgos;Pineda Trasmonte;110;2817,054;-3,69633013;41,90976041;Pineda Trasmonte
Burgos;Pinilla de los Barruecos;98;3252,091;-3,30448269;41,91819947;Pinilla de los Barruecos
Burgos;Pinilla de los Moros;37;1101,2527;-3,32887626;42,06812396;Pinilla de los Moros
Burgos;Pinilla Trasmonte;171;6831,4946;-3,61953707;41,87372939;Pinilla Trasmonte
Burgos;Poza de la Sal;284;8190,1828;-3,50149791;42,66582922;Poza de la Sal
Burgos;Prádanos de Bureba;55;1078,5008;-3,34771892;42,50322305;Prádanos de Bureba
Burgos;Pradoluengo;1096;3054,4991;-3,20034051;42,32374993;Pradoluengo
Burgos;Presencio;199;3535,0837;-3,90290387;42,18663505;Presencio
Burgos;La Puebla de Arganzón;526;1885,47;-2,83136041;42,76684107;La Puebla de Arganzón
Burgos;Puentedura;120;1582,95;-3,58217517;42,04190193;Puentedura
Burgos;Quemada;259;2083,5041;-3,57638649;41,70065744;Quemada
Burgos;Quintanabureba;33;1236,4958;-3,36631627;42,58676655;Quintanabureba
Burgos;Quintana del Pidio;150;1073,5089;-3,75133622;41,75912561;Quintana del Pidio
Burgos;Quintanaélez;45;1746,9724;-3,29907153;42,66981392;Quintanaélez
Burgos;Quintanaortuño;268;557,3911;-3,68529767;42,45522368;Quintanaortuño
Burgos;Quintanapalla;113;1587,3741;-3,53486269;42,40882342;Quintanapalla
Burgos;Quintanar de la Sierra;1557;5990,4016;-3,04147747;41,9799781;Quintanar de la Sierra
Burgos;Quintanavides;70;1166,5598;-3,42684601;42,48208933;Quintanavides
Burgos;Quintanilla de la Mata;117;1364,03;-3,76868919;41,98834393;Quintanilla de la Mata
Burgos;Quintanilla del Coco;52;2014,8573;-3,51575433;41,97872081;Quintanilla del Coco
Burgos;Las Quintanillas;380;2478,325;-3,8438073;42,37213282;Las Quintanillas
Burgos;Quintanilla San García;73;4575,3452;-3,19468373;42,54805482;Quintanilla San García
Burgos;Quintanilla Vivar;878;1338,2063;-3,69059682;42,41502564;Quintanilla Vivar
Burgos;Rabanera del Pinar;96;3324,2331;-3,19658335;41,8927913;Rabanera del Pinar
Burgos;Rábanos;80;4063,5236;-3,2694986;42,3191058;Rábanos
Burgos;Rabé de las Calzadas;226;1010,6777;-3,83468866;42,3402193;Rabé de las Calzadas
Burgos;Rebolledo de la Torre;94;5050,8812;-4,22692744;42,68930436;Rebolledo de la Torre
Burgos;Redecilla del Camino;107;1209,8878;-3,0651364;42,43828238;Redecilla del Camino
Burgos;Redecilla del Campo;65;1720,2588;-3,11382062;42,46616358;Redecilla del Campo
Burgos;Regumiel de la Sierra;323;2066,5824;-2,98501625;41,95798975;Regumiel de la Sierra
Burgos;Reinoso;15;850,502;-3,3841814;42,50883459;Reinoso
Burgos;Retuerta;65;853,6907;-3,50535691;42,03010574;Retuerta
Burgos;La Revilla y Ahedo;94;1528,73;-3,33040762;42,01362858;La Revilla y Ahedo
Burgos;Revilla del Campo;102;3903,6831;-3,53617837;42,21167258;Revilla del Campo
Burgos;Revillarruz;601;1698,0747;-3,65329276;42,23155588;Revillarruz
Burgos;Revilla Vallejera;111;2746,185;-4,1340988;42,14675901;Revilla Vallejera
Burgos;Rezmondo;20;670,2732;-4,23813188;42,51560001;Rezmondo
Burgos;Riocavado de la Sierra;56;4331,64;-3,19799169;42,1539859;Riocavado de la Sierra
Burgos;Roa;2201;4891,9622;-3,92785528;41,69719694;Roa
Burgos;Rojas;64;2492,8264;-3,44242279;42,57760048;Rojas
Burgos;Royuela de Río Franco;178;5061,1989;-3,95802801;41,99782938;Royuela de Río Franco
Burgos;Rubena;193;976,8683;-3,57433131;42,3883872;Rubena
Burgos;Rublacedo de Abajo;28;3930;-3,50255984;42,55491018;Rublacedo de Abajo
Burgos;Rucandio;67;3263,2477;-3,54201734;42,75087345;Rucandio
Burgos;Salas de Bureba;134;1330,1588;-3,47375283;42,69218959;Salas de Bureba
Burgos;Salas de los Infantes;1970;3131,9032;-3,2821369;42,0223136;Salas de los Infantes
Burgos;Saldaña de Burgos;184;815,0635;-3,68326341;42,25749963;Saldaña de Burgos
Burgos;Salinillas de Bureba;50;2283,2167;-3,38848274;42,55289487;Salinillas de Bureba
Burgos;San Adrián de Juarros;95;1988,7509;-3,4760699;42,27385533;San Adrián de Juarros
Burgos;San Juan del Monte;151;2649,9124;-3,52130631;41,68440008;San Juan del Monte
Burgos;San Mamés de Burgos;317;509,97;-3,7950675;42,33752876;San Mamés de Burgos
Burgos;San Martín de Rubiales;140;1940,4431;-3,99313911;41,6426114;San Martín de Rubiales
Burgos;San Millán de Lara;65;3361,6409;-3,34495483;42,1356262;San Millán de Lara
Burgos;Santa Cecilia;105;1245,8883;-3,80432263;42,05227254;Santa Cecilia
Burgos;Santa Cruz de la Salceda;139;2585,9954;-3,59493126;41,59486606;Santa Cruz de la Salceda
Burgos;Santa Cruz del Valle Urbión;103;3392,3254;-3,22272636;42,3047959;Santa Cruz del Valle Urbión
Burgos;Santa Gadea del Cid;155;2903,04;-3,05820148;42,71513476;Santa Gadea del Cid
Burgos;Santa Inés;146;1486,6427;-3,70298387;42,04032714;Santa Inés
Burgos;Santa María del Campo;516;6031,8955;-3,97592713;42,1315507;Santa María del Campo
Burgos;Santa María del Invierno;62;1617,9681;-3,43843869;42,44331995;Santa María del Invierno
Burgos;Santa María del Mercadillo;97;3020,7717;-3,55995827;41,86002804;Santa María del Mercadillo
Burgos;Santa María Rivarredonda;93;1176,478;-3,18000885;42,6425946;Santa María Rivarredonda
Burgos;Santa Olalla de Bureba;40;1073,5389;-3,44110716;42,47708212;Santa Olalla de Bureba
Burgos;Santibáñez de Esgueva;85;2225,0386;-3,75853745;41,83439424;Santibáñez de Esgueva
Burgos;Santibáñez del Val;57;1495,9941;-3,48107051;41,9732867;Santibáñez del Val
Burgos;Santo Domingo de Silos;264;7891,1274;-3,41763687;41,96290621;Santo Domingo de Silos
Burgos;San Vicente del Valle;29;1342,0783;-3,16184073;42,33686925;San Vicente del Valle
Burgos;Sargentes de la Lora;119;8621,15;-3,87403505;42,76908628;Sargentes de la Lora
Burgos;Sarracín;264;960,9677;-3,69479502;42,2587814;Sarracín
Burgos;Sasamón;957;11310,841;-4,04417354;42,4182425;Sasamón
Burgos;La Sequera de Haza;26;684,3957;-3,8171211;41,56293018;La Sequera de Haza
Burgos;Solarana;80;1650,924;-3,65805016;41,97115085;Solarana
Burgos;Sordillos;26;970,9168;-4,10755126;42,4626766;Sordillos
Burgos;Sotillo de la Ribera;485;4245,9915;-3,82494374;41,77696952;Sotillo de la Ribera
Burgos;Sotragero;294;549,0256;-3,71346913;42,40951821;Sotragero
Burgos;Sotresgudo;433;17219,3472;-4,17815288;42,57904647;Sotresgudo
Burgos;Susinos del Páramo;115;1145,4412;-3,9267478;42,47103463;Susinos del Páramo
Burgos;Tamarón;44;1565,6252;-3,99083828;42,27281921;Tamarón
Burgos;Tardajos;812;1272,23;-3,81947349;42,34924493;Tardajos
Burgos;Tejada;34;2274,4808;-3,53641705;41,95250649;Tejada
Burgos;Terradillos de Esgueva;69;1439,4934;-3,84390267;41,81889414;Terradillos de Esgueva
Burgos;Tinieblas de la Sierra;27;2938,0203;-3,36271552;42,17339842;Tinieblas de la Sierra
Burgos;Tobar;26;1195,5677;-3,93941037;42,48398998;Tobar
Burgos;Tordómar;324;3005,9467;-3,86705699;42,04461135;Tordómar
Burgos;Torrecilla del Monte;78;1492,69;-3,6942188;42,09532033;Torrecilla del Monte
Burgos;Torregalindo;123;1535,8396;-3,75334124;41,58248587;Torregalindo
Burgos;Torrelara;34;1251,2252;-3,51642349;42,1660558;Torrelara
Burgos;Torrepadre;72;2856,028;-3,93712288;42,04361135;Torrepadre
Burgos;Torresandino;583;9319,9017;-3,90963642;41,82944454;Torresandino
Burgos;Tórtoles de Esgueva;406;7920,0021;-4,02159586;41,81659797;Tórtoles de Esgueva
Burgos;Tosantos;51;573,521;-3,24316598;42,41422404;Tosantos
Burgos;Trespaderne;735;3681,159;-3,39081209;42,80169381;Trespaderne
Burgos;Tubilla del Agua;135;7868,7775;-3,80236539;42,70891242;Tubilla del Agua
Burgos;Tubilla del Lago;165;2320,6225;-3,58669833;41,80111529;Tubilla del Lago
Burgos;Úrbel del Castillo;67;3083,1635;-3,84480751;42,61936147;Úrbel del Castillo
Burgos;Vadocondes;369;2569,0985;-3,57246886;41,63964519;Vadocondes
Burgos;Valdeande;99;3098,4748;-3,52879359;41,83274855;Valdeande
Burgos;Valdezate;122;2047,4834;-3,93102396;41,6025538;Valdezate
Burgos;Valdorros;333;1664,1768;-3,70898718;42,17268518;Valdorros
Burgos;Valmala;27;1696,5908;-3,25487988;42,30517953;Valmala
Burgos;Vallarta de Bureba;43;1912,3059;-3,20361904;42,58807039;Vallarta de Bureba
Burgos;Valle de Manzanedo;132;7044,226;-3,6909109;42,89911255;Valle de Manzanedo
Burgos;Valle de Mena;4030;26269,15;-3,28210215;43,10120829;Valle de Mena
Burgos;Valle de Oca;165;3847,1505;-3,31984862;42,43650656;Valle de Oca
Burgos;Valle de Tobalina;896;15748,91;-3,27153208;42,79190737;Valle de Tobalina
Burgos;Valle de Valdebezana;459;15662,43;-3,78736247;42,97075766;Valle de Valdebezana
Burgos;Valle de Valdelaguna;196;9266,2402;-3,14706703;42,11533459;Valle de Valdelaguna
Burgos;Valle de Valdelucio;333;9578,67;-4,12062831;42,71786101;Valle de Valdelucio
Burgos;Valle de Zamanzas;46;1926,6805;-3,75400319;42,84963647;Valle de Zamanzas
Burgos;Vallejera;39;1832,4948;-4,15290348;42,18259655;Vallejera
Burgos;Valles de Palenzuela;81;2087,1487;-4,07858244;42,12027518;Valles de Palenzuela
Burgos;Valluércanes;67;2795,0243;-3,12193195;42,57242529;Valluércanes
Burgos;La Vid y Barrios;260;3758,0523;-3,458571377;41,62278104;La Vid y Barrios
Burgos;La Vid de Bureba;24;974,2977;-3,31159714;42,63145246;La Vid de Bureba
Burgos;Vileña;25;634,8098;-3,32216937;42,62159806;Vileña
Burgos;Viloria de Rioja;37;694,7177;-3,10098382;42,42564837;Viloria de Rioja
Burgos;Vilviestre del Pinar;528;3389,7452;-3,08467721;41,95147427;Vilviestre del Pinar
Burgos;Villadiego;1478;32796,2154;-4,00988381;42,51581158;Villadiego
Burgos;Villaescusa de Roa;100;1749,9747;-4,01740402;41,7272436;Villaescusa de Roa
Burgos;Villaescusa la Sombría;57;1624,4877;-3,41939997;42,41457182;Villaescusa la Sombría
Burgos;Villaespasa;28;1949,4494;-3,40582288;42,09805027;Villaespasa
Burgos;Villafranca Montes de Oca;116;5245,3482;-3,3092779;42,38835301;Villafranca Montes de Oca
Burgos;Villafruela;154;5200,845;-3,91258678;41,91857025;Villafruela
Burgos;Villagalijo;52;2206,5842;-3,19252712;42,34853015;Villagalijo
Burgos;Villagonzalo Pedernales;1856;1381,74;-3,73801704;42,30039039;Villagonzalo Pedernales
Burgos;Villahoz;299;5053,257;-3,9140421;42,07712106;Villahoz
Burgos;Villalba de Duero;714;1375,281;-3,74386288;41,6826961;Villalba de Duero
