PROVINCIA;NOMBRE_ACTUAL;POBLACION_MUNI;SUPERFICIE;LONGITUD;LATITUD
Navarra;Lodosa;4861;4534,4418;-2,07864943;42,42309729
Navarra;Lónguida/Longida;271;9074,79;-1,38487734;42,75635943
Navarra;Lumbier;1297;5738,2517;-1,30738449;42,65286915
Navarra;Luquin;132;810,2098;-2,09919717;42,61230918
Navarra;Mañeru;436;1297,7176;-1,86306428;42,66961644
Navarra;Marañón;49;577,0849;-2,4397359;42,63019031
Navarra;Marcilla;2879;2170,38;-1,73862055;42,3252147
Navarra;Mélida;714;2610,6771;-1,54743788;42,35781277
Navarra;Mendavia;3560;7810,49;-2,20098023;42,44435213
Navarra;Mendaza;297;3294,6607;-2,23473097;42,64171797
Navarra;Mendigorria;1124;3943,4151;-1,83470131;42,62863535
Navarra;Metauten;284;2258,2553;-2,12907531;42,67639901
Navarra;Milagro;3505;2844,09;-1,76183995;42,2440359
Navarra;Mirafuentes;59;264,6476;-2,27944308;42,62216009
Navarra;Miranda de Arga;875;5979,4265;-1,82574489;42,48225659
Navarra;Monreal/Elo;486;2260,6127;-1,50822936;42,70488527
Navarra;Monteagudo;1109;1083,6935;-1,69194861;41,96273455
Navarra;Morentin;114;894,1056;-2,01576681;42,61303591
Navarra;Mues;82;1446,9926;-2,22667957;42,60637982
Navarra;Murchante;4156;1321,7087;-1,65720572;42,02926813
Navarra;Murieta;347;447,2011;-2,15348183;42,65596859
Navarra;Murillo el Cuende;664;5872,0664;-1,62939632;42,39818663
Navarra;Murillo el Fruto;663;3379,4035;-1,46147304;42,39245289
Navarra;Muruzábal;261;594,0945;-1,76993681;42,68838411
Navarra;Navascués/Nabaskoze;118;9592,4479;-1,11395116;42,71754642
Navarra;Nazar;40;941,7851;-2,28051155;42,63629664
Navarra;Obanos;938;1984,7568;-1,78621093;42,67949847
Navarra;Oco;73;327,8235;-2,16503145;42,63900595
Navarra;Ochagavía/Otsagabia;495;12916,0395;-1,09027535;42,90487815
Navarra;Odieta;367;2408,5812;-1,63892083;42,94006325
Navarra;Oiz;124;810,3885;-1,68714794;43,10937804
Navarra;Olaibar;395;1598,7309;-1,60322703;42,8849453
Navarra;Olazti/Olazagutía;1490;1918,6601;-2,19787261;42,87496609
Navarra;Olejua;49;435,4836;-2,14094079;42,62312179
Navarra;Olite/Erriberri;3980;8414,71;-1,65145411;42,48010316
Navarra;Olóriz/Oloritz;212;4072,1289;-1,6127208;42,63538178
Navarra;Cendea de Olza/Oltza Zendea;1871;4125,2647;-1,74954919;42,81715508
Navarra;Valle de Ollo/Ollaran;425;3722,1056;-1,8587532;42,86657334
Navarra;Orbaizeta;191;8171,682;-1,22960344;42,97432279
Navarra;Orbara;33;899,4096;-1,24178608;42,96682069
Navarra;Orísoain;72;720,479;-1,60456786;42,60181865
Navarra;Oronz/Orontze;49;1154,1222;-1,09714335;42,86918072
Navarra;Oroz-Betelu/Orotz-Betelu;139;2391,24;-1,30372109;42,89495184
Navarra;Oteiza;931;4799,1539;-1,95341288;42,61974125
Navarra;Pamplona/Iruña;203418;2513,67;-1,6451528;42,814102
Navarra;Peralta/Azkoien;5938;8835,74;-1,79776868;42,33884603
Navarra;Petilla de Aragón;30;2754,9106;-1,09293942;42,46138582
Navarra;Piedramillera;40;1326,3047;-2,20401906;42,6319624
Navarra;Pitillas;521;4238,4479;-1,6226962;42,4217374
Navarra;Puente la Reina/Gares;2905;3970,7085;-1,81406821;42,67218099
Navarra;Pueyo/Puiu;333;2103,9437;-1,64928327;42,56502725
Navarra;Ribaforada;3721;2895,0844;-1,50950675;41,99815564
Navarra;Romanzado/Erromantzatua;184;9144,0685;-1,23940212;42,67550051
Navarra;Roncal/Erronkari;219;3897,9673;-0,95643268;42,80765533
Navarra;Orreaga/Roncesvalles;19;1527,9169;-1,3191238;43,00984738
Navarra;Sada;139;1265,3471;-1,39809656;42,5870671
Navarra;Saldías;120;894,8987;-1,7806764;43,08840566
Navarra;Salinas de Oro/Jaitz;106;1386,6807;-1,88913875;42,77579381
Navarra;San Adrián;6373;2115,91;-1,93482308;42,33213296
Navarra;Sangüesa/Zangoza;4882;6802,9085;-1,28258288;42,57528882
Navarra;San Martín de Unx;370;5016,7986;-1,56109945;42,52553573
Navarra;Sansol;101;1362,827;-2,26686695;42,55402437
Navarra;Santacara;868;3395,5743;-1,55342975;42,37502663
Navarra;Doneztebe/Santesteban;1823;868,7287;-1,66924075;43,13151175
Navarra;Sarriés/Sartze;58;2295,0712;-1,10076187;42,83503166
Navarra;Sartaguda;1312;1490,5889;-2,0573235;42,38291056
Navarra;Sesma;1186;7132,9798;-2,08486951;42,47589424
Navarra;Sorlada;45;613,724;-2,21582706;42,61530254
Navarra;Sunbilla;677;4678,6455;-1,67050983;43,16487971
Navarra;Tafalla;10576;9808,3728;-1,67714182;42,52831262
Navarra;Tiebas-Muruarte de Reta;635;2135,1884;-1,63887849;42,69421255
Navarra;Tirapu;56;564,1617;-1,70238926;42,65648843
Navarra;Torralba del Río;99;1795,7961;-2,33157177;42,60861695
Navarra;Torres del Río;121;1238,5519;-2,27211514;42,55104098
Navarra;Tudela;37247;21505,9327;-1,60578122;42,06346352
Navarra;Tulebras;152;381,4323;-1,67572419;41,97696763
Navarra;Ucar;191;1185,1152;-1,70629104;42,67600224
Navarra;Ujué/Uxue;175;11211,813;-1,49971459;42,50616082
Navarra;Ultzama;1647;9643,7304;-1,69710478;42,97825552
Navarra;Unciti;234;3730,8763;-1,5015051;42,74730204
Navarra;Unzué/Untzue;157;1887,8719;-1,62572452;42,65409868
Navarra;Urdazubi/Urdax;330;775,0263;-1,50414523;43,26756573
Navarra;Urdiain;636;1512,81;-2,13701454;42,88682377
Navarra;Urraul Alto;138;14085,6324;-1,24588807;42,77574553
Navarra;Urraul Bajo;324;5981,3755;-1,32496055;42,68659991
Navarra;Urroz-Villa;399;1125,82;-1,458929;42,77762424
Navarra;Urroz;177;1193,449;-1,70658645;43,09968525
Navarra;Urzainqui/Urzainki;85;2091,6265;-0,94497035;42,83173596
Navarra;Uterga;165;862,6343;-1,76038274;42,71025411
Navarra;Uztárroz/Uztarroze;147;5834,4188;-0,94104514;42,89202412
Navarra;Luzaide/Valcarlos;317;4489,5249;-1,30266713;43,09224104
Navarra;Valtierra;2439;5026,8513;-1,63395077;42,19580564
Navarra;Bera;3771;3532,9573;-1,68657262;43,28033923
Navarra;Viana;4366;7895,7775;-2,37140346;42,51526446
Navarra;Vidángoz/Bidankoze;80;3970,0716;-1,01460828;42,80197109
Navarra;Bidaurreta;167;513,7217;-1,83403802;42,77549764
Navarra;Villafranca;2945;4682,45;-1,75105568;42,27884419
Navarra;Villamayor de Monjardín;114;1110,3757;-2,1043751;42,62955954
Navarra;Hiriberri/Villanueva de Aezkoa;99;2164,4348;-1,23001281;42,94553172
Navarra;Villatuerta;1272;2381,0233;-1,9926172;42,65963641
Navarra;Villava/Atarrabia;10022;105,9386;-1,60645771;42,83016157
Navarra;Igantzi;583;1655,9032;-1,69998583;43,22456694
Navarra;Valle de Yerri/Deierri;1568;25260,7348;-2,0005221;42,72891269
Navarra;Yesa;304;2295,3434;-1,20369015;42,62053654
Navarra;Zabalza/Zabaltza;297;1403,7884;-1,79884609;42,77860058
Navarra;Zubieta;296;1781,7743;-1,74197208;43,1239604
Navarra;Zugarramurdi;202;545,7398;-1,54074578;43,26895684
Navarra;Zúñiga;74;1546,9974;-2,30130783;42,69388115
Navarra;Barañáin/Barañain;19537;139,1567;-1,68657975;42,80494064
Navarra;Berrioplano/Berriobeiti;7453;2613,34;-1,69315704;42,85259037
Navarra;Berriozar;10765;270,63;-1,66943787;42,84403213
Navarra;Irurtzun;2299;374,4774;-1,82803648;42,91831211
Navarra;Beriáin;4100;542,6923;-1,64501289;42,73317924
Navarra;Orkoien;4095;563,14;-1,70467914;42,82369778
Navarra;Zizur Mayor/Zizur Nagusia;15497;505,3658;-1,69502829;42,7934296
Navarra;Lekunberri;1656;670,533;-1,895582503;43,00522466
Ourense;Allariz;6348;8596,3173;-7,801700519;42,19017116
Ourense;Amoeiro;2369;3967,7483;-7,947325811;42,4147608
Ourense;A Arnoia;1015;2069,4406;-8,135751194;42,25306577
Ourense;Avión;1770;12112,6217;-8,251438858;42,37592083
Ourense;Baltar;910;9471,42;-7,714343956;41,95375505
Ourense;Bande;1463;9896,3006;-7,9752718;42,03162122
Ourense;Baños de Molgas;1489;6764,0552;-7,668392125;42,24472787
Ourense;Barbadás;11061;3002,09;-7,887469714;42,29905445
Ourense;O Barco de Valdeorras;13350;8542,92;-6,984649378;42,41644671
Ourense;Beade;372;639,8438;-8,123278289;42,32556034
Ourense;Beariz;978;5596,9247;-8,273015461;42,46705567
Ourense;Os Blancos;732;4755,9915;-7,753422097;41,99844388
Ourense;Boborás;2219;8782,3004;-8,143259558;42,43156764
Ourense;A Bola;1088;3490,2222;-7,928518433;42,14093687
Ourense;O Bolo;824;9116,786;-7,099419525;42,30718816
Ourense;Calvos de Randín;678;9840,42;-7,896541208;41,94716678
Ourense;Carballeda de Valdeorras;1409;22267,49;-6,912270489;42,4158443
Ourense;Carballeda de Avia;1219;4637,0332;-8,164192061;42,31997591
Ourense;O Carballiño;13932;5433,4717;-8,077541083;42,42972473
Ourense;Cartelle;2578;9428,828;-8,019504547;42,22500429
Ourense;Castrelo do Val;969;12205,0209;-7,421367208;41,98797154
Ourense;Castrelo de Miño;1315;3974,2804;-8,096141361;42,29583674
Ourense;Castro Caldelas;1177;8761,3987;-7,415400344;42,37451851
Ourense;Celanova;5619;6730,8865;-7,957855253;42,1517985
Ourense;Cenlle;1119;2903,4437;-8,072247586;42,32612244
Ourense;Coles;3138;3811,1642;-7,839749097;42,41166903
Ourense;Cortegada;1036;2689,0417;-8,1718666;42,20658098
Ourense;Cualedro;1627;11777,1;-7,594053736;41,98813634
Ourense;Chandrexa de Queixa;495;17181;-7,379593467;42,26013024
Ourense;Entrimo;1118;8429,76;-8,118727786;41,93273127
Ourense;Esgos;1104;3779,2056;-7,696415306;42,32533827
Ourense;Xinzo de Limia;9611;13267,238;-7,7246752;42,06362249
Ourense;Gomesende;686;2831,316;-8,091640217;42,19279759
Ourense;A Gudiña;1180;17126,75;-7,139000186;42,06063452
Ourense;O Irixo;1366;12105,46;-8,119823347;42,51298288
Ourense;Xunqueira de Ambía;1388;6020,7753;-7,735274608;42,20411096
Ourense;Xunqueira de Espadanedo;723;2765,1636;-7,629208294;42,31786302
Ourense;Larouco;440;2369,0627;-7,163275681;42,34673749
Ourense;Laza;1205;21591,3698;-7,460450936;42,06127325
Ourense;Leiro;1522;3825,3963;-8,123763472;42,37103545
Ourense;Lobeira;774;6889,24;-8,039507767;41,98721623
Ourense;Lobios;1703;16827,77;-8,083224156;41,90363192
Ourense;Maceda;2853;10192,5322;-7,650775756;42,26996396
Ourense;Manzaneda;828;11456,5374;-7,234143092;42,30970282
Ourense;Maside;2753;4004,3872;-8,025444444;42,41169444
Ourense;Melón;1137;5324,9747;-8,216316075;42,25722003
Ourense;A Merca;1966;5098,8235;-7,908477431;42,2191561
Ourense;A Mezquita;1005;10427,44;-7,045362953;42,01369589
Ourense;Montederramo;701;13556,5053;-7,502389778;42,27521866
Ourense;Monterrei;2461;11913,74;-7,496611783;41,9515423
Ourense;Muíños;1424;10929,93;-7,971773014;41,95783553
Ourense;Nogueira de Ramuín;2081;9831,4833;-7,727476442;42,41177442
Ourense;Oímbra;1730;7148,38;-7,476576175;41,88494565
Ourense;Ourense;103756;8477,15;-7,863836656;42,33553117
Ourense;Paderne de Allariz;1395;3875,7026;-7,751084528;42,27958401
Ourense;Padrenda;1637;5759,01;-8,158473425;42,13863906
Ourense;Parada de Sil;531;6243,4784;-7,571421228;42,3832785
Ourense;O Pereiro de Aguiar;6609;6089,0346;-7,799997247;42,34655247
Ourense;A Peroxa;1805;5451,7677;-7,794303069;42,44049592
Ourense;Petín;883;3047,9999;-7,124488325;42,38262727
Ourense;Piñor;1146;5269,4712;-8,006938564;42,49952423
Ourense;Porqueira;835;4339,9278;-7,847330586;42,01874423
Ourense;A Pobra de Trives;2019;8419,5552;-7,251921653;42,34069393
Ourense;Pontedeva;479;985,8649;-8,133547853;42,16509424
Ourense;Punxín;744;1707,8458;-8,000278942;42,36965589
Ourense;Quintela de Leirado;626;3123,09;-8,089635792;42,12989071
Ourense;Rairiz de Veiga;1216;7211,2383;-7,831646453;42,08175648
Ourense;Ramirás;1500;4066,4636;-8,025433258;42,18538244
Ourense;Ribadavia;5003;2515,6438;-8,143527486;42,28758161
Ourense;San Xoán de Río;508;6114,117;-7,298503036;42,37116777
Ourense;Riós;1432;11427,4;-7,282548267;41,97419795
Ourense;A Rúa;4186;3590,8836;-7,114128794;42,39513716
Ourense;Rubiá;1376;10078,67;-6,946384892;42,44749358
Ourense;San Amaro;1042;2903,4608;-8,072316169;42,37429612
Ourense;San Cibrao das Viñas;5558;3947,723;-7,874005061;42,29830161
Ourense;San Cristovo de Cea;2042;9444,0564;-7,985127975;42,47478341
Ourense;Sandiás;1170;5284;-7,757488092;42,10956342
Ourense;Sarreaus;1107;7728,9504;-7,603011336;42,08740537
Ourense;Taboadela;1471;2518,6503;-7,825168947;42,24125359
Ourense;A Teixeira;345;2764,0482;-7,472469217;42,39122444
Ourense;Toén;2388;5829,0306;-7,951612883;42,31416758
Ourense;Trasmiras;1261;5673,6622;-7,611138183;42,02077631
Ourense;A Veiga;901;29078,63;-7,026102961;42,25006869
Ourense;Verea;944;9413,61;-7,951135789;42,09912236
Ourense;Verín;13625;9411,17;-7,437282661;41,93841117
Ourense;Viana do Bolo;2781;27073,14;-7,114775503;42,18034277
Ourense;Vilamarín;1847;5609,0117;-7,88835775;42,46485283
Ourense;Vilamartín de Valdeorras;1825;8826,3533;-7,064309483;42,41548759
Ourense;Vilar de Barrio;1206;10674,3978;-7,610481475;42,16112178
Ourense;Vilar de Santos;792;2070,3351;-7,794326483;42,08741366
Ourense;Vilardevós;1726;15255,15;-7,311419436;41,90603409
Ourense;Vilariño de Conso;505;20022,5069;-7,181942067;42,16591899
Asturias;Allande;1574;33937,08;-6,60838301;43,27229373
Asturias;Aller;10201;37632,17;-5,62242;43,161048
Asturias;Amieva;603;11497,87;-5,07253728;43,24515524
Asturias;Avilés;75877;2672,34;-5,92478951;43,55857729
Asturias;Belmonte de Miranda;1425;20800,9276;-6,21778488;43,28188653
Asturias;Bimenes;1672;3263,09;-5,56576167;43,33020136
Asturias;Boal;1442;12028,1318;-6,81759886;43,42900287
Asturias;Cabrales;1907;23882,78;-4,84628428;43,31678075
Asturias;Cabranes;1112;3831,1959;-5,40554459;43,41964829
Asturias;Candamo;1943;7197,2501;-6,0591576;43,43659271
Asturias;Cangas del Narcea;11817;82357,85;-6,55205753;43,1772214
Asturias;Cangas de Onís;6260;21323,52;-5,12749781;43,34839001
Asturias;Caravia;508;1325,04;-5,188030601;43,46188083
Asturias;Carreño;10226;6658,76;-5,76718059;43,5901987
Asturias;Caso;1443;30661,85;-5,34401882;43,18235684
Asturias;Castrillón;22235;5546,17;-5,97389938;43,55998379
Asturias;Castropol;3288;12544,25;-7,03005089;43,52757398
Asturias;Coaña;3285;6580,029;-6,75166156;43,51470513
Asturias;Colunga;3220;9757,0145;-5,27038403;43,48545033
Asturias;Corvera de Asturias;15563;4600,8925;-5,87012215;43,5219585
Asturias;Cudillero;4928;10078,4303;-6,14543206;43,5629171
Asturias;Degaña;821;8716,4233;-6,57111191;42,94070799
Asturias;El Franco;3736;7803,4839;-6,82923216;43,55169778
Asturias;Gijón;267706;18395,27;-5,65949323;43,53920222
Asturias;Gozón;10433;8172,6042;-5,78813115;43,61654729
Asturias;Grado;9598;21671,127;-6,06990452;43,38929203
Asturias;Grandas de Salime;774;11450,4;-6,87638973;43,21773395
Asturias;Ibias;1152;33340,84;-6,87293932;43,03763941
Asturias;Illano;305;10246,13;-6,865397808;43,33294062
Asturias;Illas;1062;2550,6965;-5,96873939;43,49562721
Asturias;Langreo;38262;8353,83;-5,68337382;43,29473461
Asturias;Laviana;12584;13105,64;-5,56393683;43,24712327
Asturias;Lena;10499;31819,63;-5,82960591;43,15927913
Asturias;Valdés;11099;35351,698;-6,53512178;43,54452761
Asturias;Llanera;13792;10669,0356;-5,85167484;43,44134929
Asturias;Llanes;13545;26293,42;-4,75450323;43,42236986
Asturias;Mieres;36574;14603,75;-5,7779978;43,25363001
Asturias;Morcín;2560;5005,4204;-5,89292823;43,2824189
Asturias;Muros de Nalón;1963;809,4177;-6,10468816;43,54215544
Asturias;Nava;5236;9580,96;-5,50560512;43,35834129
Asturias;Navia;8263;6311,4964;-6,72264777;43,53906309
Asturias;Noreña;5088;565,8149;-5,70756578;43,39417226
Asturias;Onís;735;7487,55;-4,967466188;43,33578439
Asturias;Oviedo;215167;18665,1726;-5,84372206;43,36232165
Asturias;Parres;5233;12624,38;-5,19086415;43,38601098
Asturias;Peñamellera Alta;529;9219,0867;-4,7034502;43,33256691
Asturias;Peñamellera Baja;1225;8405,68;-4,58399124;43,32342411
Asturias;Pesoz;138;3897,76;-6,87538545;43,25692979
Asturias;Piloña;6862;28492,19;-5,36471715;43,34785392
Asturias;Ponga;561;20635,82;-5,1648398;43,19144454
Asturias;Pravia;7905;10295,7047;-6,11182497;43,48912351
Asturias;Proaza;715;7680,273;-6,01490537;43,25306969
Asturias;Quirós;1202;20320,8;-5,9727574;43,15791495
Asturias;Las Regueras;1888;6584,7924;-5,96790968;43,41444834
Asturias;Ribadedeva;1724;3544;-4,53974028;43,37474115
Asturias;Ribadesella;5642;8437,43;-5,05751881;43,46198935
Asturias;Ribera de Arriba;1865;2198,4008;-5,87580874;43,30958383
Asturias;Riosa;1805;4648,5525;-5,88171802;43,23032557
Asturias;Salas;4828;22711,4383;-6,26079;43,40897
Asturias;San Martín del Rey Aurelio;15505;5504,87;-5,60306902;43,27495447
Asturias;San Martín de Oscos;349;6771,54;-6,96178799;43,26457135
Asturias;Santa Eulalia de Oscos;434;4711,93;-7,02039961;43,25891049
Asturias;San Tirso de Abres;408;3109,56;-7,14287065;43,40890584
Asturias;Santo Adriano;272;2259,9958;-6,00126868;43,27080128
Asturias;Sariego;1285;2571,7701;-5,55834134;43,40984728
Asturias;Siero;51792;21123,2775;-5,66321486;43,39474647
Asturias;Sobrescobio;829;6942,4764;-5,45408413;43,22135994
Asturias;Somiedo;1100;29011,75;-6,255630255;43,09268059
Asturias;Soto del Barco;3851;3534,4447;-6,07160843;43,53284864
Asturias;Tapia de Casariego;3671;6598,5107;-6,943351133;43,56931696
Asturias;Taramundi;592;8216,1666;-7,10929886;43,36130859
Asturias;Teverga;1579;17631,47;-6,10291272;43,1589266
Asturias;Tineo;9009;54082,6285;-6,4149822;43,33525572
Asturias;Vegadeo;3895;8324,87;-7,05066334;43,46464665
Asturias;Villanueva de Oscos;263;7298,64;-6,98564909;43,31181691
Asturias;Villaviciosa;14984;27622,7085;-5,43480263;43,48140933
Asturias;Villayón;1130;13245,749;-6,70684168;43,44627494
Asturias;Yernes y Tameza;133;3163,1444;-6,12852371;43,25115414
Palencia;Abarca de Campos;43;1139,4699;-4,84050594;42,06341982
Palencia;Abia de las Torres;169;2715,9053;-4,42286282;42,41894333
Palencia;Aguilar de Campoo;6646;23531,73;-4,25993817;42,79264578
Palencia;Alar del Rey;909;5791,4285;-4,31130963;42,66001057
Palencia;Alba de Cerrato;79;3520,7786;-4,3659333;41,81249794
Palencia;Amayuelas de Arriba;40;1017,3339;-4,48934981;42,21161381
Palencia;Ampudia;600;13316,6507;-4,78100575;41,91628637
Palencia;Amusco;415;7885,5509;-4,47026072;42,17311585
Palencia;Antigüedad;347;6283,3592;-4,11829968;41,94594369
Palencia;Arconada;42;1943,4819;-4,49738609;42,33115269
Palencia;Astudillo;1031;12295,3075;-4,29215054;42,19278567
Palencia;Autilla del Pino;215;3458,359;-4,63399406;41,99118185
Palencia;Autillo de Campos;133;3052,8671;-4,83132163;42,08825264
Palencia;Ayuela;54;1975,145;-4,65823132;42,62923044
Palencia;Baltanás;1206;15884,7219;-4,2461251;41,93933207
Palencia;Venta de Baños;6324;1425,0466;-4,49734607;41,92283973
Palencia;Baquerín de Campos;27;2211,0342;-4,78375579;42,01533139
Palencia;Bárcena de Campos;50;1453,7745;-4,49965963;42,4833907
Palencia;Barruelo de Santullán;1203;5329,5938;-4,28836823;42,90821156
Palencia;Báscones de Ojeda;138;1856,4081;-4,52713134;42,67013563
Palencia;Becerril de Campos;755;7895,9368;-4,63961898;42,10849846
Palencia;Belmonte de Campos;32;1614,151;-4,99016251;41,94157994
Palencia;Berzosilla;40;1960,6779;-4,03684808;42,78167055
Palencia;Boada de Campos;19;1452,5303;-4,87698436;41,98838343
Palencia;Boadilla del Camino;122;2865,9282;-4,34703103;42,25853825
Palencia;Boadilla de Rioseco;111;5126,672;-4,96852465;42,17827323
Palencia;Brañosera;252;6239,02;-4,30785247;42,93518639
Palencia;Buenavista de Valdavia;311;8163,5709;-4,61431347;42,64046578
Palencia;Bustillo de la Vega;278;1898,6296;-4,73863319;42,45661981
Palencia;Bustillo del Páramo de Carrión;53;3120,3214;-4,73908859;42,3555969
Palencia;Calahorra de Boedo;89;1799,3414;-4,38604413;42,57537065
Palencia;Calzada de los Molinos;313;2594,0749;-4,65000341;42,32740169
Palencia;Capillas;68;1826,9296;-4,89072168;42,01363652
Palencia;Cardeñosa de Volpejera;54;1369,6266;-4,70367177;42,23192958
Palencia;Carrión de los Condes;2005;6333,4;-4,60446444;42,34072793
Palencia;Castil de Vela;60;2386,2607;-4,96047226;41,98280834
Palencia;Castrejón de la Peña;332;10640,1816;-4,59928806;42,8079516
Palencia;Castrillo de Don Juan;190;4893,9456;-4,07038993;41,79100756
Palencia;Castrillo de Onielo;108;4026,6519;-4,30217629;41,85774954
Palencia;Castrillo de Villavega;171;3394,4293;-4,47998169;42,45429711
Palencia;Castromocho;211;5296,4853;-4,82209593;42,02910288
Palencia;Cervatos de la Cueza;261;7146,0383;-4,76895235;42,29168558
Palencia;Cervera de Pisuerga;2256;32636,45;-4,49920895;42,86579592
Palencia;Cevico de la Torre;490;5085,1474;-4,41029342;41,85242
Palencia;Cevico Navero;189;4405,4844;-4,18393298;41,86121794
Palencia;Cisneros;413;6329,1343;-4,85692768;42,2205443
Palencia;Cobos de Cerrato;132;4651,2774;-4,00226651;42,02700271
Palencia;Collazos de Boedo;97;2100,0483;-4,48345778;42,61990906
Palencia;Congosto de Valdavia;147;6891,9296;-4,63485712;42,71460427
Palencia;Cordovilla la Real;124;3880,5305;-4,25879177;42,08081213
Palencia;Cubillas de Cerrato;64;2109,6998;-4,4672526;41,79929687
Palencia;Dehesa de Montejo;136;4378,161;-4,50934574;42,81904208
Palencia;Dehesa de Romanos;49;2094,6031;-4,42914877;42,64234714
Palencia;Dueñas;2592;12434,92;-4,54529752;41,87792835
Palencia;Espinosa de Cerrato;129;4527,7804;-3,95158752;41,96825065
Palencia;Espinosa de Villagonzalo;164;3804,3545;-4,37074266;42,48135643
Palencia;Frechilla;136;3432,9111;-4,83872998;42,13705513
Palencia;Fresno del Río;184;4402,4131;-4,81777216;42,68080706
Palencia;Frómista;768;4659,0745;-4,40256752;42,26774321
Palencia;Fuentes de Nava;610;6050,893;-4,78186236;42,08325865
Palencia;Fuentes de Valdepero;502;4292,9043;-4,50023215;42,07140806
Palencia;Grijota;2606;2852,68;-4,581782967;42,05379527
Palencia;Guardo;5695;6282,6066;-4,84151005;42,78894127
Palencia;Guaza de Campos;56;3233,754;-4,90823032;42,13573066
Palencia;Hérmedes de Cerrato;78;3232,6058;-4,17770356;41,81977013
Palencia;Herrera de Pisuerga;1894;9907,6479;-4,33024783;42,59478093
Palencia;Herrera de Valdecañas;149;2756,3115;-4,19941021;42,04829527
Palencia;Hontoria de Cerrato;102;2953,1587;-4,44306854;41,91120449
Palencia;Hornillos de Cerrato;153;3535,5769;-4,27221272;41,98823088
Palencia;Husillos;371;1634,81;-4,52703996;42,09041806
Palencia;Itero de la Vega;150;2093,0702;-4,25876959;42,28654926
Palencia;Lagartos;126;4352,7485;-4,90372508;42,40584359
Palencia;Lantadilla;288;2894,5886;-4,27492752;42,34075719
Palencia;La Vid de Ojeda;87;2007,8763;-4,38494988;42,6591355
Palencia;Ledigos;64;2830,1931;-4,86428578;42,35389017
Palencia;Lomas;44;1707,3952;-4,54811283;42,27683156
Palencia;Magaz de Pisuerga;1010;2784,57;-4,42683644;41,98245082
Palencia;Manquillos;52;1259,5288;-4,56768375;42,20380668
Palencia;Mantinos;141;2552,7089;-4,84190825;42,75122104
Palencia;Marcilla de Campos;48;2186,0889;-4,39601646;42,31703122
Palencia;Mazariegos;212;2524,4592;-4,71615408;42,0286109
Palencia;Mazuecos de Valdeginate;90;1856,2063;-4,84183315;42,16852637
Palencia;Melgar de Yuso;255;2657,8074;-4,25293575;42,25411955
Palencia;Meneses de Campos;104;2821,4288;-4,91950924;41,94200004
Palencia;Micieces de Ojeda;72;2073,2579;-4,46058055;42,68865366
Palencia;Monzón de Campos;594;4590,9694;-4,49374327;42,11526314
Palencia;Moratinos;63;2926,5271;-4,9272467;42,36042244
Palencia;Mudá;80;680,6028;-4,39412098;42,87596704
Palencia;Nogal de las Huertas;40;1380,1093;-4,64124318;42,39331412
Palencia;Olea de Boedo;37;814,0797;-4,44894501;42,60864313
Palencia;Olmos de Ojeda;195;10359,6877;-4,42498388;42,72225097
Palencia;Osornillo;56;1817,6302;-4,29212296;42,36950031
Palencia;Palencia;76302;9520,9;-4,53460106;42,0078373
Palencia;Palenzuela;212;7720,1741;-4,12905589;42,09521161
Palencia;Páramo de Boedo;105;2276,4104;-4,399396777;42,57827818
Palencia;Paredes de Nava;1899;12898,1911;-4,69416384;42,15281765
Palencia;Payo de Ojeda;63;1927,7558;-4,47988378;42,72069973
Palencia;Pedraza de Campos;76;3238,0208;-4,73664535;41,98349625
Palencia;Pedrosa de la Vega;298;2105,8362;-4,74659049;42,47994025
Palencia;Perales;103;2745,8663;-4,58094637;42,19355595
Palencia;Pino del Río;169;5199,3448;-4,80607134;42,64426831
Palencia;Piña de Campos;199;1238,8021;-4,43536227;42,21354477
Palencia;Población de Arroyo;52;2286,8343;-4,87474277;42,33682498
Palencia;Población de Campos;132;2325,8164;-4,4477578;42,27087421
Palencia;Población de Cerrato;107;1979,0253;-4,42818603;41,79295298
Palencia;Polentinos;47;1487;-4,5273892;42,93876192
Palencia;Pomar de Valdivia;477;8126,37;-4,16749024;42,77457886
Palencia;Poza de la Vega;167;2428,988;-4,79678231;42,57829671
Palencia;Pozo de Urama;20;1381,2554;-4,89495403;42,25433337
Palencia;Prádanos de Ojeda;178;2131,5232;-4,34761842;42,68249965
Palencia;La Puebla de Valdavia;86;2949,9107;-4,60926598;42,67556786
Palencia;Quintana del Puente;290;1166,9704;-4,20657781;42,08476819
Palencia;Quintanilla de Onsoña;180;5105,6861;-4,66367111;42,47054707
Palencia;Reinoso de Cerrato;56;2312,983;-4,38273214;41,97590222
Palencia;Renedo de la Vega;198;2224,533;-4,70242644;42,45389421
Palencia;Requena de Campos;24;1341,5416;-4,34347969;42,30824747
Palencia;Respenda de la Peña;146;6565,4391;-4,68671799;42,76405736
Palencia;Revenga de Campos;142;2240,6157;-4,48131665;42,28563872
Palencia;Revilla de Collazos;80;2055,8449;-4,50352034;42,63022023
Palencia;Ribas de Campos;147;1548,5242;-4,51634143;42,15337815
Palencia;Riberos de la Cueza;57;1979,2992;-4,72738608;42,27715358
Palencia;Saldaña;2905;13195,1382;-4,73513792;42,52206186
Palencia;Salinas de Pisuerga;313;2120,174;-4,37817784;42,84890973
Palencia;San Cebrián de Campos;424;3263,0423;-4,53069082;42,20132518
